climate_id,dt,temp_max_celsius,temp_min_celsius,temp_mean_celsius,heat_deg_days,cool_deg_days,total_precip_mm
6158359,01/01/2019,6.1,-6.7,-0.3,18.3,0,0.4
6158359,01/02/2019,0.4,-7.9,-3.8,21.8,0,2.1
6158359,01/03/2019,1.8,-0.4,0.7,17.3,0,0
6158359,01/04/2019,6.6,1.5,4.1,13.9,0,0
6158359,01/05/2019,3.6,1.2,2.4,15.6,0,0
6158359,01/06/2019,5,-6.7,-0.9,18.9,0,0
6158359,01/07/2019,5.2,-7.2,-1,19,0,2.7
6158359,01/08/2019,8.7,3.4,6.1,11.9,0,3.8
6158359,01/09/2019,3.4,-3.3,0.1,17.9,0,0.2
6158359,01/10/2019,-3.3,-9.9,-6.6,24.6,0,0
6158359,01/11/2019,-6.3,-12,-9.2,27.2,0,0
6158359,01/12/2019,-4.4,-6.6,-5.5,23.5,0,0
6158359,01/13/2019,-5.4,-9.6,-7.5,25.5,0,0
6158359,01/14/2019,-1.6,-5.9,-3.8,21.8,0,0
6158359,01/15/2019,0.6,-2.9,-1.2,19.2,0,0
6158359,01/16/2019,0.5,-9.5,-4.5,22.5,0,0
6158359,01/17/2019,-1.8,-11.3,-6.6,24.6,0,0
6158359,01/18/2019,0.8,-8.3,-3.8,21.8,0,0.5
6158359,01/19/2019,-8.3,-15,-11.7,29.7,0,1.4
6158359,01/20/2019,-13.6,-21,-17.3,35.3,0,0
6158359,01/21/2019,-10.6,-21,-15.8,33.8,0,0
6158359,01/22/2019,1.3,-16.5,-7.6,25.6,0,0
6158359,01/23/2019,4.3,0.2,2.3,15.7,0,9.8
6158359,01/24/2019,3.8,-2.2,0.8,17.2,0,4.2
6158359,01/25/2019,-1.8,-10,-5.9,23.9,0,0
6158359,01/26/2019,-4,-11.7,-7.9,25.9,0,0
6158359,01/27/2019,-2,-12.4,-7.2,25.2,0,2.7
6158359,02/05/2019,8.6,-5.1,1.8,16.2,0,0.2
6158359,02/06/2019,-0.3,-5.1,-2.7,20.7,0,7.5
6158359,02/07/2019,3.4,-2.3,0.6,17.4,0,0.2
6158359,02/08/2019,4.7,-8.6,-2,20,0,0
6158359,02/09/2019,-2.7,-8.4,-5.6,23.6,0,0
6158359,02/10/2019,-3.2,-7.6,-5.4,23.4,0,0
6158359,02/11/2019,-3.1,-5,-4.1,22.1,0,0
6158359,02/12/2019,1.9,-5.7,-1.9,19.9,0,17.5
6158359,02/13/2019,1.8,-4.1,-1.2,19.2,0,0
6158359,02/14/2019,2.4,-3.4,-0.5,18.5,0,0
6158359,02/15/2019,3.3,-3,0.2,17.8,0,1
6158359,02/16/2019,-2,-6.9,-4.5,22.5,0,0
6158359,02/17/2019,-5,-9.1,-7.1,25.1,0,0
6158359,02/18/2019,-4.2,-11,-7.6,25.6,0,0.6
6158359,02/19/2019,-3.1,-11.8,-7.5,25.5,0,0
6158359,02/20/2019,0.9,-8.4,-3.8,21.8,0,1.7
6158359,02/21/2019,4.1,-0.8,1.7,16.3,0,0
6158359,02/22/2019,2.5,-2,0.3,17.7,0,0
6158359,02/23/2019,2.1,-1.3,0.4,17.6,0,0
6158359,02/24/2019,5.6,-1.8,1.9,16.1,0,7.8
6158359,02/25/2019,-1.5,-6.5,-4,22,0,0
6158359,02/26/2019,-5.1,-9.1,-7.1,25.1,0,0
6158359,02/27/2019,-6,-11.5,-8.8,26.8,0,1.1
6158359,02/28/2019,-6.1,-14,-10.1,28.1,0,0
6158359,03/01/2019,-1.2,-8.8,-5,23,0,0
6158359,03/02/2019,-0.4,-3.6,-2,20,0,2.3
6158359,03/03/2019,-1.9,-7.4,-4.7,22.7,0,0
6158359,03/04/2019,-6.7,-11.6,-9.2,27.2,0,0
6158359,03/05/2019,-7.6,-12.4,-10,28,0,0
6158359,03/06/2019,-8,-12,-10,28,0,0
6158359,03/07/2019,-4.7,-10.7,-7.7,25.7,0,0
6158359,03/08/2019,-1.4,-10.5,-6,24,0,0
6158359,03/09/2019,1.7,-8.4,-3.4,21.4,0,0.8
6158359,03/10/2019,5.1,1.2,3.2,14.8,0,13.2
6158359,03/11/2019,2.9,-1,1,17,0,0
6158359,03/12/2019,3.3,-1.8,0.8,17.2,0,0
6158359,03/13/2019,2.4,-0.4,1,17,0,0
6158359,03/14/2019,10.1,1.9,6,12,0,8.8
6158359,03/15/2019,10.2,1.2,5.7,12.3,0,0.2
6158359,03/16/2019,2.1,-3,-0.5,18.5,0,0
6158359,03/17/2019,2.2,-4.9,-1.4,19.4,0,0
6158359,03/19/2019,4.3,-3.7,0.3,17.7,0,0
6158359,03/21/2019,6.3,2.4,4.4,13.6,0,0
6158359,03/22/2019,4.4,-3.1,0.7,17.3,0,0
6158359,03/23/2019,5.6,-5.6,0,18,0,0
6158359,03/24/2019,9.5,1,5.3,12.7,0,0
6158359,03/25/2019,1.6,-2.3,-0.4,18.4,0,0
6158359,03/26/2019,2.3,-2.1,0.1,17.9,0,0
6158359,03/27/2019,6.8,-0.6,3.1,14.9,0,0
6158359,03/28/2019,9.2,-1.3,4,14,0,0.2
6158359,03/29/2019,9.9,3.5,6.7,11.3,0,0
6158359,03/30/2019,5.7,0.7,3.2,14.8,0,30.4
6158359,03/31/2019,2.9,-2.7,0.1,17.9,0,7.2
6158359,04/01/2019,2.7,-3.5,-0.4,18.4,0,0
6158359,04/02/2019,6.6,0.8,3.7,14.3,0,0
6158359,04/03/2019,7,2,4.5,13.5,0,0
6158359,04/04/2019,4.1,-0.4,1.9,16.1,0,0
6158359,04/05/2019,3.3,1.1,2.2,15.8,0,0
6158359,04/06/2019,11.4,2.4,6.9,11.1,0,0
6158359,04/07/2019,9.1,5.3,7.2,10.8,0,3.6
6158359,04/08/2019,15.5,4.1,9.8,8.2,0,0.4
6158359,04/09/2019,10.6,4.2,7.4,10.6,0,0
6158359,04/10/2019,6.3,1.6,4,14,0,0
6158359,04/11/2019,4.1,0.1,2.1,15.9,0,0.4
6158359,04/12/2019,11.9,4,8,10,0,1.4
6158359,04/13/2019,14,3.3,8.7,9.3,0,0
6158359,04/14/2019,5.4,2.7,4.1,13.9,0,23.8
6158359,04/15/2019,9.2,2.5,5.9,12.1,0,1.2
6158359,04/16/2019,6.7,1.8,4.3,13.7,0,0.2
6158359,04/17/2019,8.5,0.9,4.7,13.3,0,0
6158359,04/18/2019,16.8,5.7,11.3,6.7,0,0.6
6158359,04/19/2019,13.3,6,9.7,8.3,0,16
6158359,04/20/2019,7.7,4.9,6.3,11.7,0,8.4
6158359,04/21/2019,8.9,5.3,7.1,10.9,0,0
6158359,04/22/2019,14.5,4,9.3,8.7,0,0
6158359,04/23/2019,14.1,7,10.6,7.4,0,3
6158359,04/24/2019,11.5,4.9,8.2,9.8,0,0
6158359,04/25/2019,9.1,3.3,6.2,11.8,0,0
6158359,04/26/2019,10.9,4.3,7.6,10.4,0,20
6158359,04/27/2019,8.1,1.9,5,13,0,0
6158359,04/28/2019,10.6,3.5,7.1,10.9,0,0
6158359,04/29/2019,5.6,0.9,3.3,14.7,0,0.2
6158359,04/30/2019,9.2,4.9,7.1,10.9,0,0.5
6158359,05/01/2019,7.7,5,6.4,11.6,0,14.3
6158359,05/02/2019,6.9,4,5.5,12.5,0,2.4
6158359,05/03/2019,10.2,5.5,7.9,10.1,0,11.4
6158359,05/04/2019,11.2,6.5,8.9,9.1,0,0.4
6158359,05/05/2019,14.5,5.4,10,8,0,0
6158359,05/06/2019,20,6.4,13.2,4.8,0,0
6158359,05/07/2019,13.7,6.9,10.3,7.7,0,2.7
6158359,05/08/2019,8.9,7.2,8.1,9.9,0,0
6158359,05/09/2019,13.9,6.7,10.3,7.7,0,6.8
6158359,05/10/2019,15.9,5.8,10.9,7.1,0,8.2
6158359,05/11/2019,10.8,4,7.4,10.6,0,0
6158359,05/12/2019,10.5,5,7.8,10.2,0,3.8
6158359,05/13/2019,7.5,4.9,6.2,11.8,0,6.2
6158359,05/14/2019,16.2,6,11.1,6.9,0,0.6
6158359,05/15/2019,20.1,5.4,12.8,5.2,0,1.2
6158359,05/18/2019,12.6,7.7,10.2,7.8,0,0
6158359,05/19/2019,14.8,8.6,11.7,6.3,0,2.8
6158359,05/20/2019,18.1,7.5,12.8,5.2,0,0
6158359,05/21/2019,19.1,6.7,12.9,5.1,0,0
6158359,05/25/2019,19.2,9.2,14.2,3.8,0,20.5
6158359,05/26/2019,24.3,11.4,17.9,0.1,0,0
6158359,05/27/2019,21.4,11,16.2,1.8,0,0
6158359,05/28/2019,13.2,8.8,11,7,0,3.2
6158359,05/29/2019,13.4,9.8,11.6,6.4,0,0
6158359,05/30/2019,20.6,9.5,15.1,2.9,0,0
6158359,05/31/2019,15.9,9.7,12.8,5.2,0,0
6158359,06/06/2019,19.8,13,16.4,1.6,0,0
6158359,06/07/2019,22.1,11.7,16.9,1.1,0,0
6158359,06/08/2019,20.5,12.7,16.6,1.4,0,0
6158359,06/09/2019,20.5,14.9,17.7,0.3,0,0
6158359,06/10/2019,19.6,12.4,16,2,0,27.8
6158359,06/12/2019,16.5,9.5,13,5,0,0
6158359,06/13/2019,16.1,11.7,13.9,4.1,0,23.6
6158359,06/14/2019,22.9,12.1,17.5,0.5,0,0
6158359,06/15/2019,17.4,12.4,14.9,3.1,0,0.4
6158359,06/17/2019,17.4,12.2,14.8,3.2,0,0
6158359,06/20/2019,21.5,17,19.3,0,1.3,19.2
6158359,06/21/2019,24.3,15.7,20,0,2,0
6158359,06/22/2019,24.6,14.6,19.6,0,1.6,0
6158359,06/23/2019,24.8,12.7,18.8,0,0.8,0
6158359,06/24/2019,19.6,14.6,17.1,0.9,0,13.3
6158359,06/25/2019,25.4,14.5,20,0,2,0
6158359,06/26/2019,29.3,16.7,23,0,5,0.2
6158359,06/27/2019,26.9,14.8,20.9,0,2.9,0
6158359,06/28/2019,25.5,17.6,21.6,0,3.6,19
6158359,06/29/2019,28.8,17.4,23.1,0,5.1,2.7
6158359,06/30/2019,24.5,17.8,21.2,0,3.2,0
6158359,07/01/2019,25,14.4,19.7,0,1.7,0
6158359,07/02/2019,24.3,17.7,21,0,3,0
6158359,07/03/2019,27.2,19,23.1,0,5.1,0
6158359,07/05/2019,28.9,19.8,24.4,0,6.4,0
6158359,07/06/2019,27.3,20.1,23.7,0,5.7,1.2
6158359,07/07/2019,22.2,18,20.1,0,2.1,0
6158359,07/08/2019,23.7,15.6,19.7,0,1.7,0
6158359,07/09/2019,25.5,15.9,20.7,0,2.7,0
6158359,07/10/2019,25,16.4,20.7,0,2.7,0
6158359,07/11/2019,28.8,17.4,23.1,0,5.1,0.2
6158359,07/12/2019,23.1,16.4,19.8,0,1.8,0
6158359,07/13/2019,25.3,16.5,20.9,0,2.9,20
6158359,07/14/2019,27.7,18.1,22.9,0,4.9,0
6158359,07/15/2019,25.3,15.8,20.6,0,2.6,0
6158359,07/16/2019,30.9,17.7,24.3,0,6.3,3.4
6158359,07/17/2019,26.6,19.7,23.2,0,5.2,15
6158359,07/19/2019,27.6,21.2,24.4,0,6.4,0
6158359,07/20/2019,33.5,19.2,26.4,0,8.4,5.7
6158359,07/21/2019,28.1,16.2,22.2,0,4.2,0
6158359,07/22/2019,22.1,16.3,19.2,0,1.2,0.7
6158359,07/23/2019,24.9,15.8,20.4,0,2.4,0
6158359,07/24/2019,25.7,16.8,21.3,0,3.3,0
6158359,07/25/2019,24.7,14.1,19.4,0,1.4,0
6158359,07/26/2019,28,16,22,0,4,0
6158359,07/27/2019,27.1,17.2,22.2,0,4.2,2
6158359,07/28/2019,26.6,18.3,22.5,0,4.5,0
6158359,07/29/2019,26.5,16.7,21.6,0,3.6,1
6158359,07/30/2019,27.7,17,22.4,0,4.4,30
6158359,07/31/2019,24.8,16.9,20.9,0,2.9,0
6158359,08/01/2019,25,17.8,21.4,0,3.4,0
6158359,08/02/2019,25.3,15.6,20.5,0,2.5,0
6158359,08/03/2019,26.7,16.6,21.7,0,3.7,0
6158359,08/04/2019,24.5,20.1,22.3,0,4.3,0
6158359,08/05/2019,26.7,16.2,21.5,0,3.5,0
6158359,08/06/2019,24.4,19.7,22.1,0,4.1,5
6158359,08/07/2019,25.3,20.4,22.9,0,4.9,0
6158359,08/08/2019,27.3,19.2,23.3,0,5.3,3
6158359,08/09/2019,26.9,16.9,21.9,0,3.9,0
6158359,08/10/2019,26,14.8,20.4,0,2.4,0
6158359,08/11/2019,23.9,14.1,19,0,1,0
6158359,08/12/2019,27.3,16.7,22,0,4,0.2
6158359,08/13/2019,26,17.8,21.9,0,3.9,0
6158359,08/14/2019,23.5,18.7,21.1,0,3.1,0
6158359,08/15/2019,21.7,17,19.4,0,1.4,0.5
6158359,08/16/2019,22.7,18.2,20.5,0,2.5,0
6158359,08/17/2019,25.4,17.7,21.6,0,3.6,14.1
6158359,08/18/2019,25.4,18.5,22,0,4,3
6158359,08/19/2019,28.4,17.8,23.1,0,5.1,0.2
6158359,08/20/2019,23.9,16.6,20.3,0,2.3,0
6158359,08/21/2019,29,20.5,24.8,0,6.8,2
6158359,08/22/2019,24.9,17.5,21.2,0,3.2,0
6158359,08/23/2019,22.9,15.5,19.2,0,1.2,0
6158359,08/24/2019,21.5,14.8,18.2,0,0.2,0
6158359,08/25/2019,22.2,15.2,18.7,0,0.7,0
6158359,08/26/2019,22.9,18.4,20.7,0,2.7,0
6158359,08/27/2019,21.9,18.5,20.2,0,2.2,11
6158359,08/28/2019,26.1,18.4,22.3,0,4.3,0.2
6158359,08/29/2019,23.9,16.9,20.4,0,2.4,0
6158359,08/30/2019,25,14.1,19.6,0,1.6,0
6158359,08/31/2019,20.8,14,17.4,0.6,0,0
6158359,09/01/2019,19.9,16.6,18.3,0,0.3,0.6
6158359,09/02/2019,23.6,17.6,20.6,0,2.6,0
6158359,09/03/2019,22.6,15.6,19.1,0,1.1,6.4
6158359,09/04/2019,21.5,14.9,18.2,0,0.2,0
6158359,09/05/2019,20.2,12.2,16.2,1.8,0,0
6158359,09/06/2019,20.5,13.3,16.9,1.1,0,0.9
6158359,09/07/2019,23.3,12.6,18,0,0,0
6158359,09/08/2019,18.9,12.7,15.8,2.2,0,0
6158359,09/09/2019,18.3,11,14.7,3.3,0,0
6158359,09/10/2019,24.1,14.2,19.2,0,1.2,17.7
6158359,09/11/2019,26.4,17.4,21.9,0,3.9,1
6158359,09/12/2019,18.9,13.8,16.4,1.6,0,0.2
6158359,09/13/2019,20.8,16,18.4,0,0.4,4.5
6158359,09/14/2019,22.9,15.9,19.4,0,1.4,0
6158359,09/15/2019,17.8,12.9,15.4,2.6,0,4.3
6158359,09/16/2019,18.6,13.3,16,2,0,0.2
6158359,09/17/2019,21.6,12.2,16.9,1.1,0,0
6158359,09/18/2019,20.8,14.1,17.5,0.5,0,0
6158359,09/19/2019,21.5,13.9,17.7,0.3,0,0
6158359,09/20/2019,22.2,14.5,18.4,0,0.4,0
6158359,09/21/2019,23,17.9,20.5,0,2.5,0
6158359,09/22/2019,26.9,18.7,22.8,0,4.8,0
6158359,09/23/2019,25.7,16.2,21,0,3,1.2
6158359,09/24/2019,22.2,14.1,18.2,0,0.2,0
6158359,09/25/2019,23,14,18.5,0,0.5,0
6158359,09/26/2019,22.6,11.4,17,1,0,4.6
6158359,09/27/2019,21.5,10.3,15.9,2.1,0,0
6158359,09/28/2019,20,13.7,16.9,1.1,0,5.8
6158359,09/29/2019,15.2,10.8,13,5,0,0
6158359,09/30/2019,17.4,12.7,15.1,2.9,0,0
6158359,10/01/2019,25.2,15.2,20.2,0,2.2,10.5
6158359,10/02/2019,19.2,10.3,14.8,3.2,0,11.5
6158359,10/03/2019,13,9.6,11.3,6.7,0,1.7
6158359,10/04/2019,12.6,8.1,10.4,7.6,0,0
6158359,10/05/2019,15,8.9,12,6,0,0
6158359,10/06/2019,20.2,14.3,17.3,0.7,0,1.9
6158359,10/07/2019,18.4,10.4,14.4,3.6,0,0
6158359,10/08/2019,16.4,7.6,12,6,0,0
6158359,10/09/2019,16.4,11.5,14,4,0,0
6158359,10/10/2019,16.1,11.6,13.9,4.1,0,0
6158359,10/11/2019,17,13.5,15.3,2.7,0,0
6158359,10/12/2019,15.4,7.7,11.6,6.4,0,3.9
6158359,10/13/2019,16.9,6,11.5,6.5,0,0
6158359,10/14/2019,12.9,8.6,10.8,7.2,0,0
6158359,10/15/2019,14,6.1,10.1,7.9,0,0
6158359,10/16/2019,14.2,8.8,11.5,6.5,0,26.8
6158359,10/17/2019,9.4,7.7,8.6,9.4,0,0
6158359,10/18/2019,12.1,5.2,8.7,9.3,0,0
6158359,10/19/2019,11.6,2.7,7.2,10.8,0,0
6158359,10/20/2019,14.1,8.7,11.4,6.6,0,0
6158359,10/21/2019,14.2,7.9,11.1,6.9,0,1.2
6158359,10/22/2019,16.3,11,13.7,4.3,0,9.6
6158359,10/23/2019,14.2,9.1,11.7,6.3,0,0
6158359,10/24/2019,15.2,8.1,11.7,6.3,0,0.2
6158359,10/25/2019,11.2,6.6,8.9,9.1,0,0
6158359,10/26/2019,11.6,4.3,8,10,0,14.3
6158359,10/27/2019,13.9,9.5,11.7,6.3,0,37.9
6158359,10/28/2019,14.1,7.7,10.9,7.1,0,0
6158359,10/29/2019,14.6,9.1,11.9,6.1,0,0.2
6158359,10/30/2019,11.1,7.8,9.5,8.5,0,20.1
6158359,10/31/2019,12.4,5.6,9,9,0,27.1
6158359,11/01/2019,5.6,3.4,4.5,13.5,0,0.2
6158359,11/02/2019,7.8,3.2,5.5,12.5,0,0.2
6158359,11/03/2019,6.8,2.2,4.5,13.5,0,0
6158359,11/04/2019,10.2,4.6,7.4,10.6,0,0.2
6158359,11/05/2019,8.8,3.1,6,12,0,0
6158359,11/06/2019,4.9,0.5,2.7,15.3,0,0.2
6158359,11/07/2019,3.2,-2,0.6,17.4,0,3.5
6158359,11/08/2019,0.9,-4,-1.6,19.6,0,0
6158359,11/09/2019,4.7,-1.8,1.5,16.5,0,0
6158359,11/10/2019,7.8,-0.1,3.9,14.1,0,0
6158359,11/11/2019,0.2,-5.9,-2.9,20.9,0,7.6
6158359,11/12/2019,-3.8,-8,-5.9,23.9,0,0
6158359,11/13/2019,0.4,-10.6,-5.1,23.1,0,0.2
6158359,11/14/2019,1.4,-1.7,-0.2,18.2,0,0.2
6158359,11/15/2019,3.9,-5.1,-0.6,18.6,0,0
6158359,11/16/2019,0.3,-7.7,-3.7,21.7,0,0
6158359,11/17/2019,4,-3.5,0.3,17.7,0,0
6158359,11/18/2019,3.6,2.3,3,15,0,5.6
6158359,11/19/2019,3.4,1.7,2.6,15.4,0,0
6158359,11/20/2019,8.9,1.2,5.1,12.9,0,0
6158359,11/21/2019,8.5,-0.1,4.2,13.8,0,3.4
6158359,11/22/2019,10.6,-0.3,5.2,12.8,0,0
6158359,11/23/2019,4.8,-0.3,2.3,15.7,0,0
6158359,11/24/2019,6.2,-0.6,2.8,15.2,0,0
6158359,11/25/2019,6.4,1.5,4,14,0,0
6158359,11/26/2019,10.5,2.2,6.4,11.6,0,0
6158359,11/27/2019,8.9,5,7,11,0,7.2
6158359,11/28/2019,6.8,-2.1,2.4,15.6,0,0
6158359,11/29/2019,-0.4,-2.2,-1.3,19.3,0,0
6158359,11/30/2019,0,-2.9,-1.5,19.5,0,0
6158359,12/01/2019,1.2,-2.5,-0.7,18.7,0,10.8
6158359,12/02/2019,0.1,-4.3,-2.1,20.1,0,2.1
6158359,12/03/2019,1.4,-6.2,-2.4,20.4,0,0
6158359,12/04/2019,3.6,1.2,2.4,15.6,0,0
6158359,12/05/2019,2,-0.9,0.6,17.4,0,0
6158359,12/06/2019,0.8,-2.9,-1.1,19.1,0,6.7
6158359,12/07/2019,0.2,-3.6,-1.7,19.7,0,0
6158359,12/08/2019,5.8,0,2.9,15.1,0,0
6158359,12/09/2019,7.3,4.7,6,12,0,8.5
6158359,12/10/2019,8.9,-5.8,1.6,16.4,0,0.2
6158359,12/11/2019,-2.2,-6.1,-4.2,22.2,0,0
6158359,12/12/2019,2.2,-6.6,-2.2,20.2,0,0
6158359,12/13/2019,5.3,2.2,3.8,14.2,0,0
6158359,12/14/2019,4.1,1,2.6,15.4,0,31.3
6158359,12/15/2019,2.6,-3.5,-0.5,18.5,0,0
6158359,12/16/2019,1.3,-3.4,-1.1,19.1,0,0
6158359,12/17/2019,1.8,-1.5,0.2,17.8,0,0
6158359,12/18/2019,-1.4,-13.4,-7.4,25.4,0,0
6158359,12/19/2019,-4.7,-14.4,-9.6,27.6,0,0.6
6158359,12/20/2019,-2.9,-7.5,-5.2,23.2,0,0
6158359,12/21/2019,2.5,-3.4,-0.5,18.5,0,0
6158359,12/22/2019,5,0.9,3,15,0,0
6158359,12/23/2019,9.2,2.4,5.8,12.2,0,0
6158359,12/24/2019,3.2,-0.7,1.3,16.7,0,0
6158359,12/25/2019,2.4,-0.1,1.2,16.8,0,0
6158359,12/26/2019,4.1,1.6,2.9,15.1,0,0
6158359,12/27/2019,11.2,3.2,7.2,10.8,0,0
6158359,12/28/2019,3.8,1.7,2.8,15.2,0,0
6158359,12/29/2019,2.6,1.1,1.9,16.1,0,7.7
6158359,12/30/2019,7.7,1.7,4.7,13.3,0,11.6
6158359,12/31/2019,3.2,-0.2,1.5,16.5,0,0.4
6158359,01/01/2020,1.7,-0.8,0.5,17.5,0,0
6158359,01/02/2020,4.9,1.6,3.3,14.7,0,0
6158359,01/03/2020,7.2,3,5.1,12.9,0,0
6158359,01/04/2020,3.9,0.3,2.1,15.9,0,1.4
6158359,01/05/2020,1.7,-0.9,0.4,17.6,0,2.3
6158359,01/06/2020,3,-0.7,1.2,16.8,0,0
6158359,01/07/2020,3.8,-3.5,0.2,17.8,0,0
6158359,01/08/2020,0.8,-7.5,-3.4,21.4,0,0.5
6158359,01/09/2020,2.7,-9.5,-3.4,21.4,0,0
6158359,01/10/2020,6,2.3,4.2,13.8,0,2
6158359,01/11/2020,12,2,7,11,0,60.4
6158359,01/12/2020,2.1,-5.1,-1.5,19.5,0,15.5
6158359,01/13/2020,2.5,-3.8,-0.7,18.7,0,0
6158359,01/16/2020,3,-10,-3.5,21.5,0,0
6158359,01/17/2020,-6.6,-13.1,-9.9,27.9,0,0
6158359,01/18/2020,3.2,-6.6,-1.7,19.7,0,11
6158359,01/19/2020,1.5,-9.9,-4.2,22.2,0,0
6158359,01/20/2020,-4.1,-12.9,-8.5,26.5,0,0
6158359,01/21/2020,-1.9,-6.4,-4.2,22.2,0,0
6158359,01/22/2020,0.7,-4.7,-2,20,0,0
6158359,01/23/2020,2.1,-2.8,-0.4,18.4,0,0
6158359,01/24/2020,2.9,1.1,2,16,0,21.8
6158359,01/25/2020,3.3,2,2.7,15.3,0,6.6
6158359,01/26/2020,3.5,1.4,2.5,15.5,0,0.7
6158359,01/27/2020,2.6,0.9,1.8,16.2,0,0
6158359,01/28/2020,2.3,-0.8,0.8,17.2,0,0
6158359,01/29/2020,-0.8,-6.4,-3.6,21.6,0,0
6158359,01/30/2020,-1.1,-4.3,-2.7,20.7,0,0
6158359,01/31/2020,0.5,-2.7,-1.1,19.1,0,0
6158359,02/01/2020,1.1,-2,-0.5,18.5,0,0.2
6158359,02/02/2020,2.3,0.2,1.3,16.7,0,4.5
6158359,02/03/2020,5.5,0.6,3.1,14.9,0,0
6158359,02/04/2020,3.3,-3.5,-0.1,18.1,0,0
6158359,02/05/2020,-2.1,-6.7,-4.4,22.4,0,0.5
6158359,02/06/2020,-2.6,-4.3,-3.5,21.5,0,3
6158359,02/07/2020,-3.2,-7.3,-5.3,23.3,0,0.2
6158359,02/08/2020,-5.4,-12.7,-9.1,27.1,0,0
6158359,02/09/2020,2.2,-6.3,-2.1,20.1,0,4.5
6158359,02/10/2020,4.3,0.8,2.6,15.4,0,0
6158359,02/11/2020,2.8,-0.7,1.1,16.9,0,0
6158359,02/12/2020,1.6,-2.2,-0.3,18.3,0,0
6158359,02/13/2020,0.7,-14.9,-7.1,25.1,0,1
6158359,02/14/2020,-7.2,-18.5,-12.9,30.9,0,0
6158359,02/15/2020,1.3,-7.7,-3.2,21.2,0,0
6158359,02/16/2020,3.6,-1.3,1.2,16.8,0,0
6158359,02/17/2020,0.3,-3.7,-1.7,19.7,0,0
6158359,02/18/2020,5.4,-0.6,2.4,15.6,0,5.8
6158359,02/19/2020,0.3,-5.3,-2.5,20.5,0,0
6158359,02/20/2020,-4.5,-8.4,-6.5,24.5,0,0
6158359,02/21/2020,0.7,-8,-3.7,21.7,0,0
6158359,02/22/2020,4.3,-2.6,0.9,17.1,0,0
6158359,02/23/2020,5.8,1.7,3.8,14.2,0,0
6158359,02/24/2020,7.6,1.5,4.6,13.4,0,0
6158359,02/25/2020,5.9,1.7,3.8,14.2,0,0.5
6158359,02/26/2020,4,-3,0.5,17.5,0,6.5
6158359,02/27/2020,-2.4,-5,-3.7,21.7,0,0.4
6158359,02/28/2020,-2.9,-8.9,-5.9,23.9,0,0.2
6158359,02/29/2020,-3,-12.4,-7.7,25.7,0,0
6158359,03/01/2020,2.9,-7.2,-2.2,20.2,0,0
6158359,03/02/2020,6,0.9,3.5,14.5,0,4
6158359,03/03/2020,4.9,1.1,3,15,0,13.3
6158359,03/04/2020,6.1,2,4.1,13.9,0,0
6158359,03/05/2020,4.2,-0.6,1.8,16.2,0,0
6158359,03/06/2020,3.7,-0.5,1.6,16.4,0,1.3
6158359,03/07/2020,3,-5,-1,19,0,0
6158359,03/08/2020,7.5,1.3,4.4,13.6,0,0
6158359,03/09/2020,10.9,4.5,7.7,10.3,0,0
6158359,03/10/2020,11.4,-0.2,5.6,12.4,0,4.5
6158359,03/11/2020,3.4,-2.4,0.5,17.5,0,0
6158359,03/12/2020,6.2,0.6,3.4,14.6,0,0.5
6158359,03/13/2020,8.8,2.6,5.7,12.3,0,6.2
6158359,03/14/2020,4.1,0.6,2.4,15.6,0,0
6158359,03/15/2020,2.4,-1.8,0.3,17.7,0,0
6158359,03/16/2020,2.5,-1.1,0.7,17.3,0,0.4
6158359,03/17/2020,8.6,1.1,4.9,13.1,0,0
6158359,03/18/2020,3.7,-2,0.9,17.1,0,0.8
6158359,03/19/2020,5.8,2.8,4.3,13.7,0,2.9
6158359,03/20/2020,14.7,-3.3,5.7,12.3,0,1.5
6158359,03/21/2020,-1,-7.2,-4.1,22.1,0,0
6158359,03/22/2020,2.5,-4.2,-0.9,18.9,0,0
6158359,03/23/2020,4,0.3,2.2,15.8,0,10.1
6158359,03/24/2020,5,1.7,3.4,14.6,0,0
6158359,03/25/2020,5.8,2,3.9,14.1,0,0
6158359,03/26/2020,12.9,1.9,7.4,10.6,0,0
6158359,03/27/2020,6.8,2.9,4.9,13.1,0,0
